emoji,pos_count,neg_count,neutral_count,pos_norm,neg_norm,neutral_norm,distance
🔐,18,0,0,1.0,0.0,0.0,1.333
🎓,6,0,0,1.0,0.0,0.0,1.333
𝟏,1,0,0,1.0,0.0,0.0,1.333
𝟎,1,0,0,1.0,0.0,0.0,1.333
𝟐,2,0,0,1.0,0.0,0.0,1.333
🎨,3,0,0,1.0,0.0,0.0,1.333
𝐤,1,0,0,1.0,0.0,0.0,1.333
𝐠,1,0,0,1.0,0.0,0.0,1.333
𝐟,2,0,0,1.0,0.0,0.0,1.333
𝐁,1,0,0,1.0,0.0,0.0,1.333
𝐡,1,0,0,1.0,0.0,0.0,1.333
🎉,41,0,0,1.0,0.0,0.0,1.333
𝗣,1,0,0,1.0,0.0,0.0,1.333
𝐍,1,0,0,1.0,0.0,0.0,1.333
𝟭,3,0,0,1.0,0.0,0.0,1.333
⦿,6,0,0,1.0,0.0,0.0,1.333
🪖,1,0,0,1.0,0.0,0.0,1.333
𝗶,6,0,0,1.0,0.0,0.0,1.333
🍸,1,0,0,1.0,0.0,0.0,1.333
🍿,1,0,0,1.0,0.0,0.0,1.333
💞,2,0,0,1.0,0.0,0.0,1.333
🤌,5,0,0,1.0,0.0,0.0,1.333
👈,5,0,0,1.0,0.0,0.0,1.333
💖,9,0,0,1.0,0.0,0.0,1.333
🎁,5,0,0,1.0,0.0,0.0,1.333
🎃,2,0,0,1.0,0.0,0.0,1.333
🐴,1,0,0,1.0,0.0,0.0,1.333
🏈,4,0,0,1.0,0.0,0.0,1.333
🎖,1,0,0,1.0,0.0,0.0,1.333
👌,25,0,0,1.0,0.0,0.0,1.333
🥁,4,0,0,1.0,0.0,0.0,1.333
🍷,1,0,0,1.0,0.0,0.0,1.333
🖼,1,0,0,1.0,0.0,0.0,1.333
🌟,23,0,0,1.0,0.0,0.0,1.333
🤘,13,0,0,1.0,0.0,0.0,1.333
📩,2,0,0,1.0,0.0,0.0,1.333
🌬,3,0,0,1.0,0.0,0.0,1.333
🌋,1,0,0,1.0,0.0,0.0,1.333
🔝,1,0,0,1.0,0.0,0.0,1.333
👾,2,0,0,1.0,0.0,0.0,1.333
🗺,1,0,0,1.0,0.0,0.0,1.333
🌸,7,0,0,1.0,0.0,0.0,1.333
⚘,3,0,0,1.0,0.0,0.0,1.333
⚾,1,0,0,1.0,0.0,0.0,1.333
👊,7,0,0,1.0,0.0,0.0,1.333
👩,8,0,0,1.0,0.0,0.0,1.333
🔊,3,0,0,1.0,0.0,0.0,1.333
❣,3,0,0,1.0,0.0,0.0,1.333
🎈,3,0,0,1.0,0.0,0.0,1.333
🎂,1,0,0,1.0,0.0,0.0,1.333
🍺,1,0,0,1.0,0.0,0.0,1.333
🌼,7,0,0,1.0,0.0,0.0,1.333
🚒,1,0,0,1.0,0.0,0.0,1.333
🏁,1,0,0,1.0,0.0,0.0,1.333
🧯,1,0,0,1.0,0.0,0.0,1.333
📡,3,0,0,1.0,0.0,0.0,1.333
📦,3,0,0,1.0,0.0,0.0,1.333
🕹,1,0,0,1.0,0.0,0.0,1.333
🚁,1,0,0,1.0,0.0,0.0,1.333
🔎,3,0,0,1.0,0.0,0.0,1.333
♡,1,0,0,1.0,0.0,0.0,1.333
🕺,1,0,0,1.0,0.0,0.0,1.333
🎶,2,0,0,1.0,0.0,0.0,1.333
🌹,1,0,0,1.0,0.0,0.0,1.333
🌷,1,0,0,1.0,0.0,0.0,1.333
🌿,3,0,0,1.0,0.0,0.0,1.333
🐄,1,0,0,1.0,0.0,0.0,1.333
🔮,1,0,0,1.0,0.0,0.0,1.333
🤎,1,0,0,1.0,0.0,0.0,1.333
📶,1,0,0,1.0,0.0,0.0,1.333
👅,1,0,0,1.0,0.0,0.0,1.333
♠,1,0,0,1.0,0.0,0.0,1.333
🙆,1,0,0,1.0,0.0,0.0,1.333
🚐,1,0,0,1.0,0.0,0.0,1.333
🎒,2,0,0,1.0,0.0,0.0,1.333
🥃,2,0,0,1.0,0.0,0.0,1.333
🎯,2,0,0,1.0,0.0,0.0,1.333
🎇,1,0,0,1.0,0.0,0.0,1.333
💐,7,0,0,1.0,0.0,0.0,1.333
🏇,1,0,0,1.0,0.0,0.0,1.333
🇴,1,0,0,1.0,0.0,0.0,1.333
📆,2,0,0,1.0,0.0,0.0,1.333
🍰,1,0,0,1.0,0.0,0.0,1.333
🪂,1,0,0,1.0,0.0,0.0,1.333
💿,1,0,0,1.0,0.0,0.0,1.333
⚜,1,0,0,1.0,0.0,0.0,1.333
🥞,1,0,0,1.0,0.0,0.0,1.333
🚜,1,0,0,1.0,0.0,0.0,1.333
🌮,1,0,0,1.0,0.0,0.0,1.333
💃,4,0,0,1.0,0.0,0.0,1.333
🆙,1,0,0,1.0,0.0,0.0,1.333
🎞,1,0,0,1.0,0.0,0.0,1.333
🌞,2,0,0,1.0,0.0,0.0,1.333
🐠,1,0,0,1.0,0.0,0.0,1.333
𝐝,1,0,0,1.0,0.0,0.0,1.333
🧊,1,0,0,1.0,0.0,0.0,1.333
🏡,2,0,0,1.0,0.0,0.0,1.333
📞,1,0,0,1.0,0.0,0.0,1.333
🎸,1,0,0,1.0,0.0,0.0,1.333
🚉,1,0,0,1.0,0.0,0.0,1.333
🪐,3,0,0,1.0,0.0,0.0,1.333
🌈,1,0,0,1.0,0.0,0.0,1.333
🌱,3,0,0,1.0,0.0,0.0,1.333
𝘮,0,0,1,0.0,0.0,1.0,1.3330000000000002
🟣,0,0,1,0.0,0.0,1.0,1.3330000000000002
🟠,0,0,1,0.0,0.0,1.0,1.3330000000000002
✓,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝘧,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝘰,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝘳,0,0,2,0.0,0.0,1.0,1.3330000000000002
☘,0,0,1,0.0,0.0,1.0,1.3330000000000002
🦇,0,0,1,0.0,0.0,1.0,1.3330000000000002
三,0,0,2,0.0,0.0,1.0,1.3330000000000002
🔦,0,0,1,0.0,0.0,1.0,1.3330000000000002
🏕,0,0,1,0.0,0.0,1.0,1.3330000000000002
🛎,0,0,1,0.0,0.0,1.0,1.3330000000000002
🔸,0,0,2,0.0,0.0,1.0,1.3330000000000002
🫢,0,0,1,0.0,0.0,1.0,1.3330000000000002
🇹,0,0,2,0.0,0.0,1.0,1.3330000000000002
🕓,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝘦,0,0,1,0.0,0.0,1.0,1.3330000000000002
🫶,0,0,1,0.0,0.0,1.0,1.3330000000000002
🫣,0,0,4,0.0,0.0,1.0,1.3330000000000002
🩹,0,0,1,0.0,0.0,1.0,1.3330000000000002
🅸,0,0,4,0.0,0.0,1.0,1.3330000000000002
🅼,0,0,4,0.0,0.0,1.0,1.3330000000000002
♛,0,0,1,0.0,0.0,1.0,1.3330000000000002
🆂,0,0,2,0.0,0.0,1.0,1.3330000000000002
🅾,0,0,2,0.0,0.0,1.0,1.3330000000000002
🅽,0,0,2,0.0,0.0,1.0,1.3330000000000002
🍖,0,0,1,0.0,0.0,1.0,1.3330000000000002
🛏,0,0,1,0.0,0.0,1.0,1.3330000000000002
🍆,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝐀,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝐈,0,0,1,0.0,0.0,1.0,1.3330000000000002
🚔,0,0,2,0.0,0.0,1.0,1.3330000000000002
動,0,0,1,0.0,0.0,1.0,1.3330000000000002
画,0,0,1,0.0,0.0,1.0,1.3330000000000002
公,0,0,1,0.0,0.0,1.0,1.3330000000000002
開,0,0,1,0.0,0.0,1.0,1.3330000000000002
🛠,0,0,1,0.0,0.0,1.0,1.3330000000000002
🌉,0,0,5,0.0,0.0,1.0,1.3330000000000002
𝐯,0,0,1,0.0,0.0,1.0,1.3330000000000002
🍍,0,0,1,0.0,0.0,1.0,1.3330000000000002
🧘,0,0,4,0.0,0.0,1.0,1.3330000000000002
🆒,0,0,1,0.0,0.0,1.0,1.3330000000000002
🚚,0,0,3,0.0,0.0,1.0,1.3330000000000002
🐁,0,0,1,0.0,0.0,1.0,1.3330000000000002
🥚,0,0,1,0.0,0.0,1.0,1.3330000000000002
🏃,0,0,3,0.0,0.0,1.0,1.3330000000000002
🛻,0,0,1,0.0,0.0,1.0,1.3330000000000002
🔁,0,0,1,0.0,0.0,1.0,1.3330000000000002
🔺,0,0,2,0.0,0.0,1.0,1.3330000000000002
✋,0,0,1,0.0,0.0,1.0,1.3330000000000002
📽,0,0,1,0.0,0.0,1.0,1.3330000000000002
🧨,0,0,4,0.0,0.0,1.0,1.3330000000000002
）,0,0,1,0.0,0.0,1.0,1.3330000000000002
🧝,0,0,2,0.0,0.0,1.0,1.3330000000000002
🥄,0,0,3,0.0,0.0,1.0,1.3330000000000002
🥩,0,0,2,0.0,0.0,1.0,1.3330000000000002
🟢,0,0,2,0.0,0.0,1.0,1.3330000000000002
🤺,0,0,2,0.0,0.0,1.0,1.3330000000000002
🦳,0,0,2,0.0,0.0,1.0,1.3330000000000002
🆁,0,0,4,0.0,0.0,1.0,1.3330000000000002
🧹,0,0,1,0.0,0.0,1.0,1.3330000000000002
💈,0,0,1,0.0,0.0,1.0,1.3330000000000002
哈,0,0,4,0.0,0.0,1.0,1.3330000000000002
✩,0,0,4,0.0,0.0,1.0,1.3330000000000002
🍪,0,0,1,0.0,0.0,1.0,1.3330000000000002
🇾,0,0,2,0.0,0.0,1.0,1.3330000000000002
🦀,0,0,4,0.0,0.0,1.0,1.3330000000000002
🧭,0,0,1,0.0,0.0,1.0,1.3330000000000002
🏢,0,0,2,0.0,0.0,1.0,1.3330000000000002
𝗦,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝗘,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝗱,0,0,1,0.0,0.0,1.0,1.3330000000000002
📧,0,0,1,0.0,0.0,1.0,1.3330000000000002
▫,0,0,6,0.0,0.0,1.0,1.3330000000000002
📷,0,0,1,0.0,0.0,1.0,1.3330000000000002
🧩,0,0,1,0.0,0.0,1.0,1.3330000000000002
⚫,0,0,1,0.0,0.0,1.0,1.3330000000000002
🧬,0,0,1,0.0,0.0,1.0,1.3330000000000002
🆕,0,0,2,0.0,0.0,1.0,1.3330000000000002
🧪,0,0,2,0.0,0.0,1.0,1.3330000000000002
🥼,0,0,2,0.0,0.0,1.0,1.3330000000000002
★,0,0,7,0.0,0.0,1.0,1.3330000000000002
🪑,0,0,1,0.0,0.0,1.0,1.3330000000000002
🅴,0,0,4,0.0,0.0,1.0,1.3330000000000002
🗞,0,0,1,0.0,0.0,1.0,1.3330000000000002
🅰,0,0,2,0.0,0.0,1.0,1.3330000000000002
📝,0,0,1,0.0,0.0,1.0,1.3330000000000002
⬜,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝐅,0,0,2,0.0,0.0,1.0,1.3330000000000002
𝐮,0,0,2,0.0,0.0,1.0,1.3330000000000002
𝐩,0,0,3,0.0,0.0,1.0,1.3330000000000002
🥷,0,0,1,0.0,0.0,1.0,1.3330000000000002
🤹,0,0,10,0.0,0.0,1.0,1.3330000000000002
🛒,0,0,1,0.0,0.0,1.0,1.3330000000000002
✂,0,0,1,0.0,0.0,1.0,1.3330000000000002
👕,0,0,1,0.0,0.0,1.0,1.3330000000000002
🍔,0,0,3,0.0,0.0,1.0,1.3330000000000002
🦿,0,0,1,0.0,0.0,1.0,1.3330000000000002
🦥,0,0,1,0.0,0.0,1.0,1.3330000000000002
🛫,0,0,1,0.0,0.0,1.0,1.3330000000000002
🚶,0,0,1,0.0,0.0,1.0,1.3330000000000002
🪶,0,0,1,0.0,0.0,1.0,1.3330000000000002
🪬,0,0,1,0.0,0.0,1.0,1.3330000000000002
🛐,0,0,1,0.0,0.0,1.0,1.3330000000000002
🔍,0,0,1,0.0,0.0,1.0,1.3330000000000002
🇫,0,0,7,0.0,0.0,1.0,1.3330000000000002
🇵,0,0,5,0.0,0.0,1.0,1.3330000000000002
●,0,0,1,0.0,0.0,1.0,1.3330000000000002
😧,0,0,707,0.0,0.0,1.0,1.3330000000000002
지,0,0,2,0.0,0.0,1.0,1.3330000000000002
구,0,0,1,0.0,0.0,1.0,1.3330000000000002
에,0,0,1,0.0,0.0,1.0,1.3330000000000002
서,0,0,1,0.0,0.0,1.0,1.3330000000000002
년,0,0,1,0.0,0.0,1.0,1.3330000000000002
성,0,0,1,0.0,0.0,1.0,1.3330000000000002
🌀,0,0,3,0.0,0.0,1.0,1.3330000000000002
아,0,0,1,0.0,0.0,1.0,1.3330000000000002
영,0,0,1,0.0,0.0,1.0,1.3330000000000002
해,0,0,1,0.0,0.0,1.0,1.3330000000000002
📠,0,0,1,0.0,0.0,1.0,1.3330000000000002
💽,0,0,1,0.0,0.0,1.0,1.3330000000000002
📟,0,0,1,0.0,0.0,1.0,1.3330000000000002
🧾,0,0,2,0.0,0.0,1.0,1.3330000000000002
🗡,0,0,1,0.0,0.0,1.0,1.3330000000000002
🇯,0,0,5,0.0,0.0,1.0,1.3330000000000002
환,0,0,1,0.0,0.0,1.0,1.3330000000000002
🎆,0,0,1,0.0,0.0,1.0,1.3330000000000002
🌧,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝘗,0,0,8,0.0,0.0,1.0,1.3330000000000002
🩸,0,0,1,0.0,0.0,1.0,1.3330000000000002
🗨,0,0,7,0.0,0.0,1.0,1.3330000000000002
🚑,0,0,3,0.0,0.0,1.0,1.3330000000000002
🛋,0,0,2,0.0,0.0,1.0,1.3330000000000002
💤,0,0,11,0.0,0.0,1.0,1.3330000000000002
👮,0,0,2,0.0,0.0,1.0,1.3330000000000002
🌃,0,0,1,0.0,0.0,1.0,1.3330000000000002
🚿,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝐒,0,0,2,0.0,0.0,1.0,1.3330000000000002
🪒,0,0,1,0.0,0.0,1.0,1.3330000000000002
⚽,0,0,2,0.0,0.0,1.0,1.3330000000000002
♾,0,0,1,0.0,0.0,1.0,1.3330000000000002
💬,0,0,6,0.0,0.0,1.0,1.3330000000000002
🌤,0,0,1,0.0,0.0,1.0,1.3330000000000002
🏐,0,0,1,0.0,0.0,1.0,1.3330000000000002
🏝,0,0,1,0.0,0.0,1.0,1.3330000000000002
❄,0,0,4,0.0,0.0,1.0,1.3330000000000002
🆆,0,0,2,0.0,0.0,1.0,1.3330000000000002
🍏,0,0,1,0.0,0.0,1.0,1.3330000000000002
🆃,0,0,2,0.0,0.0,1.0,1.3330000000000002
⚖,0,0,1,0.0,0.0,1.0,1.3330000000000002
🇿,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝘓,0,0,13,0.0,0.0,1.0,1.3330000000000002
𝘉,0,0,7,0.0,0.0,1.0,1.3330000000000002
𝘛,0,0,7,0.0,0.0,1.0,1.3330000000000002
𝘎,0,0,3,0.0,0.0,1.0,1.3330000000000002
𝘖,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝘏,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝘙,0,0,2,0.0,0.0,1.0,1.3330000000000002
𝘱,0,0,1,0.0,0.0,1.0,1.3330000000000002
🗽,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝘵,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝘈,0,0,3,0.0,0.0,1.0,1.3330000000000002
𝘔,0,0,1,0.0,0.0,1.0,1.3330000000000002
╯,0,0,1,0.0,0.0,1.0,1.3330000000000002
📂,0,0,1,0.0,0.0,1.0,1.3330000000000002
￼,0,0,1,0.0,0.0,1.0,1.3330000000000002
⬛,0,0,1,0.0,0.0,1.0,1.3330000000000002
🫐,0,0,1,0.0,0.0,1.0,1.3330000000000002
👤,0,0,1,0.0,0.0,1.0,1.3330000000000002
𝘍,0,0,1,0.0,0.0,1.0,1.3330000000000002
（,0,0,1,0.0,0.0,1.0,1.3330000000000002
